size,sparsity,min,max,runtime,hardware
3000,0.25,50,100,1,2_8
3000,0.25,50,1000,1,2_8
3000,0.25,50,10000,2,2_8
3000,0.5,1,100,1,2_8
3000,0.5,1,1000,55,2_8
3000,0.5,1,10000,2,2_8
3000,0.5,10,100,1,2_8
3000,0.5,10,1000,1,2_8
3000,0.5,10,10000,56,2_8
3000,0.5,50,100,1,2_8
3000,0.5,50,1000,1,2_8
3000,0.5,50,10000,2,2_8
3000,0.75,1,100,1,2_8
3000,0.75,1,1000,55,2_8
3000,0.75,1,10000,2,2_8
3000,0.75,10,100,1,2_8
3000,0.75,10,1000,1,2_8
3000,0.75,10,10000,56,2_8
3000,0.75,50,100,1,2_8
3000,0.75,50,1000,1,2_8
3000,0.75,50,10000,2,2_8
4000,0.0,1,100,57,2_8
4000,0.0,1,1000,3,2_8
4000,0.0,1,10000,57,2_8
4000,0.0,10,100,3,2_8
4000,0.0,10,1000,57,2_8
4000,0.0,10,10000,3,2_8
4000,0.0,50,100,57,2_8
4000,0.0,50,1000,3,2_8
4000,0.0,50,10000,57,2_8
4000,0.25,1,100,3,2_8
4000,0.25,1,1000,57,2_8
4000,0.25,1,10000,3,2_8
4000,0.25,10,100,57,2_8
4000,0.25,10,1000,3,2_8
4000,0.25,10,10000,57,2_8
4000,0.25,50,100,3,2_8
4000,0.25,50,1000,57,2_8
4000,0.25,50,10000,3,2_8
4000,0.5,1,100,57,2_8
4000,0.5,1,1000,3,2_8
4000,0.5,1,10000,3,2_8
4000,0.5,10,100,57,2_8
4000,0.5,10,1000,3,2_8
4000,0.5,10,10000,57,2_8
4000,0.5,50,100,3,2_8
4000,0.5,50,1000,57,2_8
4000,0.5,50,10000,3,2_8
4000,0.75,1,100,57,2_8
4000,0.75,1,1000,3,2_8
4000,0.75,1,10000,57,2_8
4000,0.75,10,100,3,2_8
4000,0.75,10,1000,57,2_8
4000,0.75,10,10000,3,2_8
4000,0.75,50,100,57,2_8
4000,0.75,50,1000,3,2_8
4000,0.75,50,10000,57,2_8
5000,0.0,1,100,119,2_8
5000,0.0,1,1000,119,2_8
5000,0.0,1,10000,119,2_8
5000,0.0,10,100,119,2_8
5000,0.0,10,1000,119,2_8
5000,0.0,10,10000,119,2_8
5000,0.0,50,100,65,2_8
5000,0.0,50,1000,119,2_8
5000,0.0,50,10000,119,2_8
5000,0.25,1,100,119,2_8
5000,0.25,1,1000,119,2_8
5000,0.25,1,10000,119,2_8
5000,0.25,10,100,119,2_8
5000,0.25,10,1000,65,2_8
5000,0.25,10,10000,119,2_8
5000,0.25,50,100,119,2_8
5000,0.25,50,1000,119,2_8
5000,0.25,50,10000,119,2_8
5000,0.5,1,100,119,2_8
5000,0.5,1,1000,119,2_8
5000,0.5,1,10000,65,2_8
5000,0.5,10,100,119,2_8
5000,0.5,10,1000,118,2_8
5000,0.5,10,10000,119,2_8
5000,0.5,50,100,119,2_8
5000,0.5,50,1000,119,2_8
5000,0.5,50,10000,119,2_8
5000,0.75,1,100,65,2_8
5000,0.75,1,1000,119,2_8
5000,0.75,1,10000,119,2_8
5000,0.75,10,100,119,2_8
5000,0.75,10,1000,119,2_8
5000,0.75,10,10000,119,2_8
5000,0.75,50,100,119,2_8
5000,0.75,50,1000,119,2_8
5000,0.75,50,10000,65,2_8
7500,0.0,1,100,360,2_8
7500,0.0,1,1000,360,2_8
7500,0.0,1,10000,360,2_8
7500,0.0,10,100,361,2_8
7500,0.0,10,1000,361,2_8
7500,0.0,10,10000,415,2_8
7500,0.0,50,100,360,2_8
7500,0.0,50,1000,360,2_8
7500,0.0,50,10000,361,2_8
7500,0.25,1,100,361,2_8
7500,0.25,1,1000,360,2_8
7500,0.25,1,10000,360,2_8
7500,0.25,10,100,360,2_8
7500,0.25,10,1000,360,2_8
7500,0.25,10,10000,361,2_8
7500,0.25,50,100,360,2_8
7500,0.25,50,1000,360,2_8
7500,0.25,50,10000,360,2_8
7500,0.5,1,100,360,2_8
7500,0.5,1,1000,360,2_8
7500,0.5,1,10000,415,2_8
7500,0.5,10,100,361,2_8
7500,0.5,10,1000,361,2_8
7500,0.5,10,10000,361,2_8
7500,0.5,50,100,361,2_8
7500,0.5,50,1000,360,2_8
7500,0.5,50,10000,360,2_8
7500,0.75,1,100,360,2_8
7500,0.75,1,1000,360,2_8
7500,0.75,1,10000,360,2_8
7500,0.75,10,100,360,2_8
7500,0.75,10,1000,360,2_8
7500,0.75,10,10000,360,2_8
7500,0.75,50,100,415,2_8
7500,0.75,50,1000,361,2_8
7500,0.75,50,10000,361,2_8
10000,0.0,1,100,899,2_8
10000,0.0,1,1000,899,2_8
10000,0.0,1,10000,899,2_8
10000,0.0,10,100,844,2_8
10000,0.0,10,1000,845,2_8
10000,0.0,10,10000,901,2_8
10000,0.0,50,100,959,2_8
10000,0.0,50,1000,903,2_8
10000,0.0,50,10000,901,2_8
10000,0.25,1,100,900,2_8
10000,0.25,1,1000,898,2_8
10000,0.25,1,10000,899,2_8
10000,0.25,10,100,900,2_8
10000,0.25,10,1000,900,2_8
10000,0.25,10,10000,899,2_8
10000,0.25,50,100,899,2_8
10000,0.25,50,1000,899,2_8
10000,0.25,50,10000,898,2_8
10000,0.5,1,100,899,2_8
10000,0.5,1,1000,899,2_8
10000,0.5,1,10000,899,2_8
10000,0.5,10,100,844,2_8
10000,0.5,10,1000,845,2_8
10000,0.5,10,10000,844,2_8
10000,0.5,50,100,899,2_8
10000,0.5,50,1000,898,2_8
10000,0.5,50,10000,900,2_8
10000,0.75,1,100,898,2_8
10000,0.75,1,1000,898,2_8
10000,0.75,1,10000,899,2_8
10000,0.75,10,100,899,2_8
10000,0.75,10,1000,899,2_8
10000,0.75,10,10000,898,2_8
10000,0.75,50,100,899,2_8
10000,0.75,50,1000,899,2_8
10000,0.75,50,10000,899,2_8
12500,0.0,1,100,1683,2_8
12500,0.0,1,1000,1683,2_8
12500,0.0,1,10000,1737,2_8
12500,0.0,10,100,1683,2_8
12500,0.0,10,1000,1683,2_8
12500,0.0,10,10000,1738,2_8
12500,0.0,50,100,1737,2_8
12500,0.0,50,1000,1684,2_8
12500,0.0,50,10000,1683,2_8
12500,0.25,1,100,1737,2_8
12500,0.25,1,1000,1736,2_8
12500,0.25,1,10000,1683,2_8
12500,0.25,10,100,1684,2_8
12500,0.25,10,1000,1684,2_8
12500,0.25,10,10000,1682,2_8
12500,0.25,50,100,1738,2_8
12500,0.25,50,1000,1738,2_8
12500,0.25,50,10000,1739,2_8
12500,0.5,1,100,1738,2_8
12500,0.5,1,1000,1738,2_8
12500,0.5,1,10000,1739,2_8
12500,0.5,10,100,1740,2_8
12500,0.5,10,1000,1738,2_8
12500,0.5,10,10000,1738,2_8
12500,0.5,50,100,1739,2_8
12500,0.5,50,1000,1739,2_8
12500,0.5,50,10000,1738,2_8
12500,0.75,1,100,1738,2_8
12500,0.75,1,1000,1797,2_8
12500,0.75,1,10000,1739,2_8
12500,0.75,10,100,1739,2_8
12500,0.75,10,1000,1741,2_8
12500,0.75,10,10000,1685,2_8
12500,0.75,50,100,1740,2_8
12500,0.75,50,1000,1740,2_8
12500,0.75,50,10000,1739,2_8
100,0.0,1,100,0,3_8
100,0.0,1,1000,0,3_8
100,0.0,1,10000,0,3_8
100,0.0,10,100,0,3_8
100,0.0,10,1000,0,3_8
100,0.0,10,10000,0,3_8
100,0.0,50,100,0,3_8
100,0.0,50,1000,0,3_8
100,0.0,50,10000,0,3_8
100,0.25,1,100,0,3_8
100,0.25,1,1000,0,3_8
100,0.25,1,10000,0,3_8
100,0.25,10,100,0,3_8
100,0.25,10,1000,0,3_8
100,0.25,10,10000,0,3_8
100,0.25,50,100,0,3_8
100,0.25,50,1000,0,3_8
100,0.25,50,10000,0,3_8
100,0.5,1,100,0,3_8
100,0.5,1,1000,0,3_8
100,0.5,1,10000,0,3_8
100,0.5,10,100,0,3_8
100,0.5,10,1000,0,3_8
100,0.5,10,10000,0,3_8
100,0.5,50,100,0,3_8
100,0.5,50,1000,0,3_8
100,0.5,50,10000,0,3_8
100,0.75,1,100,0,3_8
100,0.75,1,1000,0,3_8
100,0.75,1,10000,0,3_8
100,0.75,10,100,0,3_8
100,0.75,10,1000,0,3_8
100,0.75,10,10000,0,3_8
100,0.75,50,100,0,3_8
100,0.75,50,1000,0,3_8
100,0.75,50,10000,0,3_8
200,0.0,1,100,0,3_8
200,0.0,1,1000,0,3_8
200,0.0,1,10000,0,3_8
200,0.0,10,100,0,3_8
200,0.0,10,1000,0,3_8
200,0.0,10,10000,0,3_8
200,0.0,50,100,0,3_8
200,0.0,50,1000,0,3_8
200,0.0,50,10000,0,3_8
200,0.25,1,100,0,3_8
200,0.25,1,1000,0,3_8
200,0.25,1,10000,0,3_8
200,0.25,10,100,0,3_8
200,0.25,10,1000,0,3_8
200,0.25,10,10000,0,3_8
200,0.25,50,100,0,3_8
200,0.25,50,1000,0,3_8
200,0.25,50,10000,0,3_8
200,0.5,1,100,0,3_8
200,0.5,1,1000,0,3_8
200,0.5,1,10000,0,3_8
200,0.5,10,100,0,3_8
200,0.5,10,1000,0,3_8
200,0.5,10,10000,0,3_8
200,0.5,50,100,0,3_8
200,0.5,50,1000,0,3_8
200,0.5,50,10000,0,3_8
200,0.75,1,100,0,3_8
200,0.75,1,1000,0,3_8
200,0.75,1,10000,0,3_8
200,0.75,10,100,0,3_8
200,0.75,10,1000,0,3_8
200,0.75,10,10000,0,3_8
200,0.75,50,100,0,3_8
200,0.75,50,1000,0,3_8
200,0.75,50,10000,0,3_8
300,0.0,1,100,0,3_8
300,0.0,1,1000,0,3_8
300,0.0,1,10000,0,3_8
300,0.0,10,100,0,3_8
300,0.0,10,1000,0,3_8
300,0.0,10,10000,0,3_8
300,0.0,50,100,0,3_8
300,0.0,50,1000,0,3_8
300,0.0,50,10000,0,3_8
300,0.25,1,100,0,3_8
300,0.25,1,1000,0,3_8
300,0.25,1,10000,0,3_8
300,0.25,10,100,0,3_8
300,0.25,10,1000,0,3_8
300,0.25,10,10000,0,3_8
300,0.25,50,100,0,3_8
300,0.25,50,1000,0,3_8
300,0.25,50,10000,0,3_8
300,0.5,1,100,0,3_8
300,0.5,1,1000,0,3_8
300,0.5,1,10000,0,3_8
300,0.5,10,100,0,3_8
300,0.5,10,1000,0,3_8
300,0.5,10,10000,0,3_8
300,0.5,50,100,0,3_8
300,0.5,50,1000,0,3_8
300,0.5,50,10000,0,3_8
300,0.75,1,100,0,3_8
300,0.75,1,1000,0,3_8
300,0.75,1,10000,0,3_8
300,0.75,10,100,0,3_8
300,0.75,10,1000,0,3_8
300,0.75,10,10000,0,3_8
300,0.75,50,100,0,3_8
300,0.75,50,1000,0,3_8
300,0.75,50,10000,0,3_8
400,0.0,1,100,0,3_8
400,0.0,1,1000,0,3_8
400,0.0,1,10000,0,3_8
400,0.0,10,100,0,3_8
400,0.0,10,1000,0,3_8
400,0.0,10,10000,0,3_8
400,0.0,50,100,0,3_8
400,0.0,50,1000,0,3_8
400,0.0,50,10000,0,3_8
400,0.25,1,100,0,3_8
400,0.25,1,1000,0,3_8
400,0.25,1,10000,0,3_8
400,0.25,10,100,0,3_8
400,0.25,10,1000,0,3_8
400,0.25,10,10000,0,3_8
400,0.25,50,100,0,3_8
400,0.25,50,1000,0,3_8
400,0.25,50,10000,0,3_8
400,0.5,1,100,0,3_8
400,0.5,1,1000,0,3_8
400,0.5,1,10000,0,3_8
400,0.5,10,100,0,3_8
400,0.5,10,1000,0,3_8
400,0.5,10,10000,0,3_8
400,0.5,50,100,0,3_8
400,0.5,50,1000,0,3_8
400,0.5,50,10000,0,3_8
400,0.75,1,100,0,3_8
400,0.75,1,1000,0,3_8
400,0.75,1,10000,0,3_8
400,0.75,10,100,0,3_8
400,0.75,10,1000,0,3_8
400,0.75,10,10000,0,3_8
400,0.75,50,100,0,3_8
400,0.75,50,1000,0,3_8
400,0.75,50,10000,0,3_8
500,0.0,1,100,0,3_8
500,0.0,1,1000,0,3_8
500,0.0,1,10000,0,3_8
500,0.0,10,100,0,3_8
500,0.0,10,1000,0,3_8
500,0.0,10,10000,0,3_8
500,0.0,50,100,0,3_8
500,0.0,50,1000,0,3_8
500,0.0,50,10000,0,3_8
500,0.25,1,100,0,3_8
500,0.25,1,1000,0,3_8
500,0.25,1,10000,0,3_8
500,0.25,10,100,0,3_8
500,0.25,10,1000,0,3_8
500,0.25,10,10000,0,3_8
500,0.25,50,100,0,3_8
500,0.25,50,1000,0,3_8
500,0.25,50,10000,0,3_8
500,0.5,1,100,0,3_8
500,0.5,1,1000,0,3_8
500,0.5,1,10000,0,3_8
500,0.5,10,100,0,3_8
500,0.5,10,1000,0,3_8
500,0.5,10,10000,0,3_8
500,0.5,50,100,0,3_8
500,0.5,50,1000,0,3_8
500,0.5,50,10000,0,3_8
500,0.75,1,100,0,3_8
500,0.75,1,1000,0,3_8
500,0.75,1,10000,0,3_8
500,0.75,10,100,0,3_8
500,0.75,10,1000,0,3_8
500,0.75,10,10000,0,3_8
500,0.75,50,100,0,3_8
500,0.75,50,1000,0,3_8
500,0.75,50,10000,0,3_8
750,0.0,1,100,0,3_8
750,0.0,1,1000,0,3_8
750,0.0,1,10000,0,3_8
750,0.0,10,100,0,3_8
750,0.0,10,1000,0,3_8
750,0.0,10,10000,0,3_8
750,0.0,50,100,0,3_8
750,0.0,50,1000,0,3_8
750,0.0,50,10000,0,3_8
750,0.25,1,100,0,3_8
750,0.25,1,1000,0,3_8
750,0.25,1,10000,0,3_8
750,0.25,10,100,0,3_8
750,0.25,10,1000,0,3_8
750,0.25,10,10000,0,3_8
750,0.25,50,100,0,3_8
750,0.25,50,1000,0,3_8
750,0.25,50,10000,0,3_8
750,0.5,1,100,0,3_8
750,0.5,1,1000,0,3_8
750,0.5,1,10000,0,3_8
750,0.5,10,100,0,3_8
750,0.5,10,1000,0,3_8
750,0.5,10,10000,0,3_8
750,0.5,50,100,0,3_8
750,0.5,50,1000,0,3_8
750,0.5,50,10000,55,3_8
750,0.75,1,100,0,3_8
750,0.75,1,1000,0,3_8
750,0.75,1,10000,0,3_8
750,0.75,10,100,0,3_8
750,0.75,10,1000,0,3_8
750,0.75,10,10000,0,3_8
750,0.75,50,100,0,3_8
750,0.75,50,1000,0,3_8
750,0.75,50,10000,0,3_8
1000,0.0,1,100,0,3_8
1000,0.0,1,1000,0,3_8
1000,0.0,1,10000,0,3_8
1000,0.0,10,100,0,3_8
1000,0.0,10,1000,0,3_8
1000,0.0,10,10000,0,3_8
1000,0.0,50,100,0,3_8
1000,0.0,50,1000,0,3_8
1000,0.0,50,10000,0,3_8
1000,0.25,1,100,0,3_8
1000,0.25,1,1000,0,3_8
1000,0.25,1,10000,0,3_8
1000,0.25,10,100,0,3_8
1000,0.25,10,1000,0,3_8
1000,0.25,10,10000,0,3_8
1000,0.25,50,100,0,3_8
1000,0.25,50,1000,0,3_8
1000,0.25,50,10000,0,3_8
1000,0.5,1,100,1,3_8
1000,0.5,1,1000,0,3_8
1000,0.5,1,10000,0,3_8
1000,0.5,10,100,0,3_8
1000,0.5,10,1000,0,3_8
1000,0.5,10,10000,0,3_8
1000,0.5,50,100,0,3_8
1000,0.5,50,1000,0,3_8
1000,0.5,50,10000,0,3_8
1000,0.75,1,100,0,3_8
1000,0.75,1,1000,0,3_8
1000,0.75,1,10000,0,3_8
1000,0.75,10,100,0,3_8
1000,0.75,10,1000,0,3_8
1000,0.75,10,10000,0,3_8
1000,0.75,50,100,0,3_8
1000,0.75,50,1000,0,3_8
1000,0.75,50,10000,0,3_8
2000,0.0,1,100,1,3_8
2000,0.0,1,1000,0,3_8
2000,0.0,1,10000,0,3_8
2000,0.0,10,100,0,3_8
2000,0.0,10,1000,1,3_8
2000,0.0,10,10000,0,3_8
2000,0.0,50,100,0,3_8
2000,0.0,50,1000,1,3_8
2000,0.0,50,10000,0,3_8
2000,0.25,1,100,0,3_8
2000,0.25,1,1000,0,3_8
2000,0.25,1,10000,1,3_8
2000,0.25,10,100,0,3_8
2000,0.25,10,1000,0,3_8
2000,0.25,10,10000,55,3_8
2000,0.25,50,100,0,3_8
2000,0.25,50,1000,0,3_8
2000,0.25,50,10000,0,3_8
2000,0.5,1,100,1,3_8
2000,0.5,1,1000,0,3_8
2000,0.5,1,10000,0,3_8
2000,0.5,10,100,1,3_8
2000,0.5,10,1000,0,3_8
2000,0.5,10,10000,0,3_8
2000,0.5,50,100,0,3_8
2000,0.5,50,1000,1,3_8
2000,0.5,50,10000,0,3_8
2000,0.75,1,100,0,3_8
2000,0.75,1,1000,0,3_8
2000,0.75,1,10000,0,3_8
2000,0.75,10,100,0,3_8
2000,0.75,10,1000,0,3_8
2000,0.75,10,10000,1,3_8
2000,0.75,50,100,0,3_8
2000,0.75,50,1000,0,3_8
2000,0.75,50,10000,55,3_8
3000,0.0,1,100,1,3_8
3000,0.0,1,1000,0,3_8
3000,0.0,1,10000,1,3_8
3000,0.0,10,100,1,3_8
3000,0.0,10,1000,1,3_8
3000,0.0,10,10000,1,3_8
3000,0.0,50,100,55,3_8
3000,0.0,50,1000,1,3_8
3000,0.0,50,10000,1,3_8
3000,0.25,1,100,1,3_8
3000,0.25,1,1000,0,3_8
3000,0.25,1,10000,1,3_8
3000,0.25,10,100,1,3_8
3000,0.25,10,1000,55,3_8
3000,0.25,10,10000,1,3_8
3000,0.25,50,100,1,3_8
3000,0.25,50,1000,1,3_8
3000,0.25,50,10000,1,3_8
3000,0.5,1,100,1,3_8
3000,0.5,1,1000,55,3_8
3000,0.5,1,10000,0,3_8
3000,0.5,10,100,1,3_8
3000,0.5,10,1000,1,3_8
3000,0.5,10,10000,1,3_8
3000,0.5,50,100,1,3_8
3000,0.5,50,1000,1,3_8
3000,0.5,50,10000,55,3_8
3000,0.75,1,100,1,3_8
3000,0.75,1,1000,1,3_8
3000,0.75,1,10000,1,3_8
3000,0.75,10,100,1,3_8
3000,0.75,10,1000,0,3_8
3000,0.75,10,10000,0,3_8
3000,0.75,50,100,55,3_8
3000,0.75,50,1000,1,3_8
3000,0.75,50,10000,1,3_8
4000,0.0,1,100,2,3_8
4000,0.0,1,1000,56,3_8
4000,0.0,1,10000,2,3_8
4000,0.0,10,100,2,3_8
4000,0.0,10,1000,55,3_8
4000,0.0,10,10000,2,3_8
4000,0.0,50,100,2,3_8
4000,0.0,50,1000,56,3_8
4000,0.0,50,10000,2,3_8
4000,0.25,1,100,2,3_8
4000,0.25,1,1000,56,3_8
4000,0.25,1,10000,2,3_8
4000,0.25,10,100,2,3_8
4000,0.25,10,1000,56,3_8
4000,0.25,10,10000,2,3_8
4000,0.25,50,100,56,3_8
4000,0.25,50,1000,2,3_8
4000,0.25,50,10000,2,3_8
4000,0.5,1,100,56,3_8
4000,0.5,1,1000,2,3_8
4000,0.5,1,10000,2,3_8
4000,0.5,10,100,56,3_8
4000,0.5,10,1000,2,3_8
4000,0.5,10,10000,2,3_8
4000,0.5,50,100,55,3_8
4000,0.5,50,1000,2,3_8
4000,0.5,50,10000,2,3_8
4000,0.75,1,100,56,3_8
4000,0.75,1,1000,2,3_8
4000,0.75,1,10000,2,3_8
4000,0.75,10,100,56,3_8
4000,0.75,10,1000,2,3_8
4000,0.75,10,10000,2,3_8
4000,0.75,50,100,2,3_8
4000,0.75,50,1000,2,3_8
4000,0.75,50,10000,56,3_8
5000,0.0,1,100,60,3_8
5000,0.0,1,1000,60,3_8
5000,0.0,1,10000,60,3_8
5000,0.0,10,100,60,3_8
5000,0.0,10,1000,61,3_8
5000,0.0,10,10000,60,3_8
5000,0.0,50,100,61,3_8
5000,0.0,50,1000,60,3_8
5000,0.0,50,10000,60,3_8
5000,0.25,1,100,61,3_8
5000,0.25,1,1000,60,3_8
5000,0.25,1,10000,61,3_8
5000,0.25,10,100,60,3_8
5000,0.25,10,1000,60,3_8
5000,0.25,10,10000,61,3_8
5000,0.25,50,100,60,3_8
5000,0.25,50,1000,61,3_8
5000,0.25,50,10000,60,3_8
5000,0.5,1,100,60,3_8
5000,0.5,1,1000,61,3_8
5000,0.5,1,10000,60,3_8
5000,0.5,10,100,61,3_8
5000,0.5,10,1000,60,3_8
5000,0.5,10,10000,60,3_8
5000,0.5,50,100,61,3_8
5000,0.5,50,1000,60,3_8
5000,0.5,50,10000,61,3_8
5000,0.75,1,100,61,3_8
5000,0.75,1,1000,60,3_8
5000,0.75,1,10000,61,3_8
5000,0.75,10,100,60,3_8
5000,0.75,10,1000,60,3_8
5000,0.75,10,10000,115,3_8
5000,0.75,50,100,60,3_8
5000,0.75,50,1000,60,3_8
5000,0.75,50,10000,61,3_8
7500,0.0,1,100,236,3_8
7500,0.0,1,1000,240,3_8
7500,0.0,1,10000,183,3_8
7500,0.0,10,100,240,3_8
7500,0.0,10,1000,237,3_8
7500,0.0,10,10000,239,3_8
7500,0.0,50,100,238,3_8
7500,0.0,50,1000,183,3_8
7500,0.0,50,10000,237,3_8
7500,0.25,1,100,184,3_8
7500,0.25,1,1000,238,3_8
7500,0.25,1,10000,238,3_8
7500,0.25,10,100,183,3_8
7500,0.25,10,1000,184,3_8
7500,0.25,10,10000,238,3_8
7500,0.25,50,100,363,3_8
7500,0.25,50,1000,361,3_8
7500,0.25,50,10000,363,3_8
7500,0.5,1,100,363,3_8
7500,0.5,1,1000,417,3_8
7500,0.5,1,10000,363,3_8
7500,0.5,10,100,417,3_8
7500,0.5,10,1000,417,3_8
7500,0.5,10,10000,364,3_8
7500,0.5,50,100,363,3_8
7500,0.5,50,1000,416,3_8
7500,0.5,50,10000,361,3_8
7500,0.75,1,100,418,3_8
7500,0.75,1,1000,418,3_8
7500,0.75,1,10000,362,3_8
7500,0.75,10,100,415,3_8
7500,0.75,10,1000,360,3_8
7500,0.75,10,10000,361,3_8
7500,0.75,50,100,416,3_8
7500,0.75,50,1000,362,3_8
7500,0.75,50,10000,417,3_8
10000,0.0,1,100,960,3_8
10000,0.0,1,1000,901,3_8
10000,0.0,1,10000,902,3_8
10000,0.0,10,100,959,3_8
10000,0.0,10,1000,960,3_8
10000,0.0,10,10000,960,3_8
10000,0.0,50,100,960,3_8
10000,0.0,50,1000,905,3_8
10000,0.0,50,10000,960,3_8
10000,0.25,1,100,960,3_8
10000,0.25,1,1000,957,3_8
10000,0.25,1,10000,961,3_8
10000,0.25,10,100,961,3_8
10000,0.25,10,1000,960,3_8
10000,0.25,10,10000,962,3_8
10000,0.25,50,100,960,3_8
10000,0.25,50,1000,1017,3_8
10000,0.25,50,10000,960,3_8
10000,0.5,1,100,960,3_8
10000,0.5,1,1000,960,3_8
10000,0.5,1,10000,962,3_8
10000,0.5,10,100,960,3_8
10000,0.5,10,1000,1015,3_8
10000,0.5,10,10000,962,3_8
10000,0.5,50,100,959,3_8
10000,0.5,50,1000,1015,3_8
10000,0.5,50,10000,959,3_8
10000,0.75,1,100,962,3_8
10000,0.75,1,1000,960,3_8
10000,0.75,1,10000,961,3_8
10000,0.75,10,100,960,3_8
10000,0.75,10,1000,1016,3_8
10000,0.75,10,10000,960,3_8
10000,0.75,50,100,959,3_8
10000,0.75,50,1000,960,3_8
10000,0.75,50,10000,960,3_8
12500,0.0,1,100,961,3_8
12500,0.0,1,1000,960,3_8
12500,0.0,1,10000,960,3_8
12500,0.0,10,100,960,3_8
12500,0.0,10,1000,961,3_8
12500,0.0,10,10000,962,3_8
12500,0.0,50,100,1015,3_8
12500,0.0,50,1000,960,3_8
12500,0.0,50,10000,903,3_8
12500,0.25,1,100,961,3_8
12500,0.25,1,1000,1018,3_8
12500,0.25,1,10000,961,3_8
12500,0.25,10,100,959,3_8
12500,0.25,10,1000,959,3_8
12500,0.25,10,10000,962,3_8
12500,0.25,50,100,960,3_8
12500,0.25,50,1000,960,3_8
12500,0.25,50,10000,959,3_8
12500,0.5,1,100,960,3_8
12500,0.5,1,1000,960,3_8
12500,0.5,1,10000,903,3_8
12500,0.5,10,100,1018,3_8
12500,0.5,10,1000,957,3_8
12500,0.5,10,10000,961,3_8
12500,0.5,50,100,964,3_8
12500,0.5,50,1000,962,3_8
12500,0.5,50,10000,1018,3_8
12500,0.75,1,100,959,3_8
12500,0.75,1,1000,960,3_8
12500,0.75,1,10000,959,3_8
12500,0.75,10,100,1021,3_8
12500,0.75,10,1000,960,3_8
12500,0.75,10,10000,964,3_8
12500,0.75,50,100,903,3_8
12500,0.75,50,1000,1025,3_8
12500,0.75,50,10000,960,3_8
100,0.0,1,100,0,4_8
100,0.0,1,1000,0,4_8
100,0.0,1,10000,0,4_8
100,0.0,10,100,0,4_8
100,0.0,10,1000,0,4_8
100,0.0,10,10000,0,4_8
100,0.0,50,100,0,4_8
100,0.0,50,1000,0,4_8
100,0.0,50,10000,0,4_8
100,0.25,1,100,0,4_8
100,0.25,1,1000,0,4_8
100,0.25,1,10000,0,4_8
100,0.25,10,100,0,4_8
100,0.25,10,1000,0,4_8
100,0.25,10,10000,0,4_8
100,0.25,50,100,0,4_8
100,0.25,50,1000,0,4_8
100,0.25,50,10000,0,4_8
100,0.5,1,100,0,4_8
100,0.5,1,1000,0,4_8
100,0.5,1,10000,0,4_8
100,0.5,10,100,0,4_8
100,0.5,10,1000,0,4_8
100,0.5,10,10000,0,4_8
100,0.5,50,100,0,4_8
100,0.5,50,1000,0,4_8
100,0.5,50,10000,0,4_8
100,0.75,1,100,0,4_8
100,0.75,1,1000,0,4_8
100,0.75,1,10000,0,4_8
100,0.75,10,100,0,4_8
100,0.75,10,1000,0,4_8
100,0.75,10,10000,0,4_8
100,0.75,50,100,0,4_8
100,0.75,50,1000,0,4_8
100,0.75,50,10000,0,4_8
200,0.0,1,100,0,4_8
200,0.0,1,1000,0,4_8
200,0.0,1,10000,0,4_8
200,0.0,10,100,0,4_8
200,0.0,10,1000,0,4_8
200,0.0,10,10000,0,4_8
200,0.0,50,100,0,4_8
200,0.0,50,1000,0,4_8
200,0.0,50,10000,0,4_8
200,0.25,1,100,0,4_8
200,0.25,1,1000,0,4_8
200,0.25,1,10000,0,4_8
200,0.25,10,100,0,4_8
200,0.25,10,1000,0,4_8
200,0.25,10,10000,0,4_8
200,0.25,50,100,0,4_8
200,0.25,50,1000,0,4_8
200,0.25,50,10000,0,4_8
200,0.5,1,100,0,4_8
200,0.5,1,1000,0,4_8
200,0.5,1,10000,0,4_8
200,0.5,10,100,0,4_8
200,0.5,10,1000,0,4_8
200,0.5,10,10000,0,4_8
200,0.5,50,100,0,4_8
200,0.5,50,1000,0,4_8
200,0.5,50,10000,0,4_8
200,0.75,1,100,0,4_8
200,0.75,1,1000,0,4_8
200,0.75,1,10000,0,4_8
200,0.75,10,100,0,4_8
200,0.75,10,1000,0,4_8
200,0.75,10,10000,0,4_8
200,0.75,50,100,0,4_8
200,0.75,50,1000,0,4_8
200,0.75,50,10000,0,4_8
300,0.0,1,100,0,4_8
300,0.0,1,1000,0,4_8
300,0.0,1,10000,0,4_8
300,0.0,10,100,0,4_8
300,0.0,10,1000,0,4_8
300,0.0,10,10000,0,4_8
300,0.0,50,100,0,4_8
300,0.0,50,1000,0,4_8
300,0.0,50,10000,0,4_8
300,0.25,1,100,0,4_8
300,0.25,1,1000,0,4_8
300,0.25,1,10000,0,4_8
300,0.25,10,100,0,4_8
300,0.25,10,1000,0,4_8
300,0.25,10,10000,0,4_8
300,0.25,50,100,0,4_8
300,0.25,50,1000,0,4_8
300,0.25,50,10000,0,4_8
300,0.5,1,100,0,4_8
300,0.5,1,1000,0,4_8
300,0.5,1,10000,0,4_8
300,0.5,10,100,0,4_8
300,0.5,10,1000,0,4_8
300,0.5,10,10000,0,4_8
300,0.5,50,100,0,4_8
300,0.5,50,1000,0,4_8
300,0.5,50,10000,0,4_8
300,0.75,1,100,0,4_8
300,0.75,1,1000,0,4_8
