,size,sparsity,min,max,start,end,hardware
1280,2000,0.5,1,10000,2024-10-03 11:28:14+00:00,2024-10-03 11:28:17+00:00,3_8
1281,2000,0.5,10,100,2024-10-03 11:28:17+00:00,2024-10-03 11:28:20+00:00,3_8
1282,2000,0.5,10,1000,2024-10-03 11:28:20+00:00,2024-10-03 11:28:23+00:00,3_8
1283,2000,0.5,10,10000,2024-10-03 11:28:23+00:00,2024-10-03 11:28:25+00:00,3_8
1284,2000,0.5,50,100,2024-10-03 11:28:26+00:00,2024-10-03 11:28:28+00:00,3_8
1285,2000,0.5,50,1000,2024-10-03 11:28:28+00:00,2024-10-03 11:28:31+00:00,3_8
1286,2000,0.5,50,10000,2024-10-03 11:28:31+00:00,2024-10-03 11:28:34+00:00,3_8
1287,2000,0.75,1,100,2024-10-03 11:28:34+00:00,2024-10-03 11:28:37+00:00,3_8
1288,2000,0.75,1,1000,2024-10-03 11:28:37+00:00,2024-10-03 11:28:39+00:00,3_8
1289,2000,0.75,1,10000,2024-10-03 11:28:40+00:00,2024-10-03 11:28:42+00:00,3_8
1290,2000,0.75,10,100,2024-10-03 11:28:43+00:00,2024-10-03 11:28:45+00:00,3_8
1291,2000,0.75,10,1000,2024-10-03 11:28:45+00:00,2024-10-03 11:28:48+00:00,3_8
1292,2000,0.75,10,10000,2024-10-03 11:28:49+00:00,2024-10-03 11:28:51+00:00,3_8
1293,2000,0.75,50,100,2024-10-03 11:28:52+00:00,2024-10-03 11:28:55+00:00,3_8
1294,2000,0.75,50,1000,2024-10-03 11:28:55+00:00,2024-10-03 11:28:58+00:00,3_8
1295,2000,0.75,50,10000,2024-10-03 11:28:58+00:00,2024-10-03 11:29:00+00:00,3_8
1296,3000,0.0,1,100,2024-10-03 11:29:01+00:00,2024-10-03 11:29:10+00:00,3_8
1297,3000,0.0,1,1000,2024-10-03 11:29:10+00:00,2024-10-03 11:29:18+00:00,3_8
1298,3000,0.0,1,10000,2024-10-03 11:29:19+00:00,2024-10-03 11:29:27+00:00,3_8
1299,3000,0.0,10,100,2024-10-03 11:29:28+00:00,2024-10-03 11:29:36+00:00,3_8
1300,3000,0.0,10,1000,2024-10-03 11:29:37+00:00,2024-10-03 11:29:45+00:00,3_8
1301,3000,0.0,10,10000,2024-10-03 11:29:46+00:00,2024-10-03 11:29:54+00:00,3_8
1302,3000,0.0,50,100,2024-10-03 11:29:54+00:00,2024-10-03 11:30:03+00:00,3_8
1303,3000,0.0,50,1000,2024-10-03 11:30:03+00:00,2024-10-03 11:30:12+00:00,3_8
1304,3000,0.0,50,10000,2024-10-03 11:30:12+00:00,2024-10-03 11:30:21+00:00,3_8
1305,3000,0.25,1,100,2024-10-03 11:30:21+00:00,2024-10-03 11:30:30+00:00,3_8
1306,3000,0.25,1,1000,2024-10-03 11:30:30+00:00,2024-10-03 11:30:39+00:00,3_8
1307,3000,0.25,1,10000,2024-10-03 11:30:39+00:00,2024-10-03 11:30:48+00:00,3_8
1308,3000,0.25,10,100,2024-10-03 11:30:48+00:00,2024-10-03 11:30:57+00:00,3_8
1309,3000,0.25,10,1000,2024-10-03 11:30:57+00:00,2024-10-03 11:31:06+00:00,3_8
1310,3000,0.25,10,10000,2024-10-03 11:31:06+00:00,2024-10-03 11:31:15+00:00,3_8
1311,3000,0.25,50,100,2024-10-03 11:31:15+00:00,2024-10-03 11:31:24+00:00,3_8
1312,3000,0.25,50,1000,2024-10-03 11:31:24+00:00,2024-10-03 11:31:33+00:00,3_8
1313,3000,0.25,50,10000,2024-10-03 11:31:33+00:00,2024-10-03 11:31:42+00:00,3_8
1314,3000,0.5,1,100,2024-10-03 11:31:42+00:00,2024-10-03 11:31:51+00:00,3_8
1315,3000,0.5,1,1000,2024-10-03 11:31:51+00:00,2024-10-03 11:32:00+00:00,3_8
1316,3000,0.5,1,10000,2024-10-03 11:32:00+00:00,2024-10-03 11:32:09+00:00,3_8
1317,3000,0.5,10,100,2024-10-03 11:32:09+00:00,2024-10-03 11:32:18+00:00,3_8
1318,3000,0.5,10,1000,2024-10-03 11:32:18+00:00,2024-10-03 11:32:27+00:00,3_8
1319,3000,0.5,10,10000,2024-10-03 11:32:28+00:00,2024-10-03 11:32:36+00:00,3_8
1320,3000,0.5,50,100,2024-10-03 11:32:37+00:00,2024-10-03 11:32:45+00:00,3_8
1321,3000,0.5,50,1000,2024-10-03 11:32:46+00:00,2024-10-03 11:32:54+00:00,3_8
1322,3000,0.5,50,10000,2024-10-03 11:32:55+00:00,2024-10-03 11:33:03+00:00,3_8
1323,3000,0.75,1,100,2024-10-03 11:33:04+00:00,2024-10-03 11:33:12+00:00,3_8
1324,3000,0.75,1,1000,2024-10-03 11:33:13+00:00,2024-10-03 11:33:22+00:00,3_8
1325,3000,0.75,1,10000,2024-10-03 11:33:22+00:00,2024-10-03 11:33:31+00:00,3_8
1326,3000,0.75,10,100,2024-10-03 11:33:32+00:00,2024-10-03 11:33:40+00:00,3_8
1327,3000,0.75,10,1000,2024-10-03 11:33:41+00:00,2024-10-03 11:33:49+00:00,3_8
1328,3000,0.75,10,10000,2024-10-03 11:33:50+00:00,2024-10-03 11:33:58+00:00,3_8
1329,3000,0.75,50,100,2024-10-03 11:33:59+00:00,2024-10-03 11:34:07+00:00,3_8
1330,3000,0.75,50,1000,2024-10-03 11:34:08+00:00,2024-10-03 11:34:17+00:00,3_8
1331,3000,0.75,50,10000,2024-10-03 11:34:17+00:00,2024-10-03 11:34:26+00:00,3_8
1332,4000,0.0,1,100,2024-10-03 11:34:27+00:00,2024-10-03 11:34:46+00:00,3_8
1333,4000,0.0,1,1000,2024-10-03 11:34:47+00:00,2024-10-03 11:35:07+00:00,3_8
1334,4000,0.0,1,10000,2024-10-03 11:35:08+00:00,2024-10-03 11:35:28+00:00,3_8
1335,4000,0.0,10,100,2024-10-03 11:35:29+00:00,2024-10-03 11:35:49+00:00,3_8
1336,4000,0.0,10,1000,2024-10-03 11:35:50+00:00,2024-10-03 11:36:09+00:00,3_8
1337,4000,0.0,10,10000,2024-10-03 11:36:10+00:00,2024-10-03 11:36:30+00:00,3_8
1338,4000,0.0,50,100,2024-10-03 11:36:31+00:00,2024-10-03 11:36:51+00:00,3_8
1339,4000,0.0,50,1000,2024-10-03 11:36:52+00:00,2024-10-03 11:37:12+00:00,3_8
1340,4000,0.0,50,10000,2024-10-03 11:37:13+00:00,2024-10-03 11:37:33+00:00,3_8
1341,4000,0.25,1,100,2024-10-03 11:37:34+00:00,2024-10-03 11:37:54+00:00,3_8
1342,4000,0.25,1,1000,2024-10-03 11:37:55+00:00,2024-10-03 11:38:15+00:00,3_8
1343,4000,0.25,1,10000,2024-10-03 11:38:16+00:00,2024-10-03 11:38:36+00:00,3_8
1344,4000,0.25,10,100,2024-10-03 11:38:37+00:00,2024-10-03 11:38:57+00:00,3_8
1345,4000,0.25,10,1000,2024-10-03 11:38:58+00:00,2024-10-03 11:39:18+00:00,3_8
1346,4000,0.25,10,10000,2024-10-03 11:39:19+00:00,2024-10-03 11:39:39+00:00,3_8
1347,4000,0.25,50,100,2024-10-03 11:39:40+00:00,2024-10-03 11:40:00+00:00,3_8
1348,4000,0.25,50,1000,2024-10-03 11:40:01+00:00,2024-10-03 11:40:21+00:00,3_8
1349,4000,0.25,50,10000,2024-10-03 11:40:22+00:00,2024-10-03 11:40:42+00:00,3_8
1350,4000,0.5,1,100,2024-10-03 11:40:43+00:00,2024-10-03 11:41:03+00:00,3_8
1351,4000,0.5,1,1000,2024-10-03 11:41:04+00:00,2024-10-03 11:41:24+00:00,3_8
1352,4000,0.5,1,10000,2024-10-03 11:41:25+00:00,2024-10-03 11:41:46+00:00,3_8
1353,4000,0.5,10,100,2024-10-03 11:41:47+00:00,2024-10-03 11:42:07+00:00,3_8
1354,4000,0.5,10,1000,2024-10-03 11:42:08+00:00,2024-10-03 11:42:27+00:00,3_8
1355,4000,0.5,10,10000,2024-10-03 11:42:29+00:00,2024-10-03 11:42:49+00:00,3_8
1356,4000,0.5,50,100,2024-10-03 11:42:50+00:00,2024-10-03 11:43:09+00:00,3_8
1357,4000,0.5,50,1000,2024-10-03 11:43:11+00:00,2024-10-03 11:43:30+00:00,3_8
1358,4000,0.5,50,10000,2024-10-03 11:43:32+00:00,2024-10-03 11:43:52+00:00,3_8
1359,4000,0.75,1,100,2024-10-03 11:43:53+00:00,2024-10-03 11:44:13+00:00,3_8
1360,4000,0.75,1,1000,2024-10-03 11:44:14+00:00,2024-10-03 11:44:34+00:00,3_8
1361,4000,0.75,1,10000,2024-10-03 11:44:35+00:00,2024-10-03 11:44:55+00:00,3_8
1362,4000,0.75,10,100,2024-10-03 11:44:56+00:00,2024-10-03 11:45:16+00:00,3_8
1363,4000,0.75,10,1000,2024-10-03 11:45:17+00:00,2024-10-03 11:45:37+00:00,3_8
1364,4000,0.75,10,10000,2024-10-03 11:45:39+00:00,2024-10-03 11:45:59+00:00,3_8
1365,4000,0.75,50,100,2024-10-03 11:46:00+00:00,2024-10-03 11:46:20+00:00,3_8
1366,4000,0.75,50,1000,2024-10-03 11:46:21+00:00,2024-10-03 11:46:41+00:00,3_8
1367,4000,0.75,50,10000,2024-10-03 11:46:42+00:00,2024-10-03 11:47:02+00:00,3_8
1368,5000,0.0,1,100,2024-09-17 04:23:45+00:00,2024-09-17 04:24:49+00:00,3_8
1369,5000,0.0,1,1000,2024-09-17 04:24:50+00:00,2024-09-17 04:25:54+00:00,3_8
1370,5000,0.0,1,10000,2024-09-17 04:25:56+00:00,2024-09-17 04:26:59+00:00,3_8
1371,5000,0.0,10,100,2024-09-17 04:27:01+00:00,2024-09-17 04:28:05+00:00,3_8
1372,5000,0.0,10,1000,2024-09-17 04:28:07+00:00,2024-09-17 04:29:11+00:00,3_8
1373,5000,0.0,10,10000,2024-09-17 04:29:13+00:00,2024-09-17 04:30:17+00:00,3_8
1374,5000,0.0,50,100,2024-09-17 04:30:18+00:00,2024-09-17 04:31:23+00:00,3_8
1375,5000,0.0,50,1000,2024-09-17 04:31:24+00:00,2024-09-17 04:32:29+00:00,3_8
1376,5000,0.0,50,10000,2024-09-17 04:32:30+00:00,2024-09-17 04:33:35+00:00,3_8
1377,5000,0.25,1,100,2024-09-17 04:33:36+00:00,2024-09-17 04:34:41+00:00,3_8
1378,5000,0.25,1,1000,2024-09-17 04:34:42+00:00,2024-09-17 04:35:46+00:00,3_8
1379,5000,0.25,1,10000,2024-09-17 04:35:48+00:00,2024-09-17 04:36:53+00:00,3_8
1380,5000,0.25,10,100,2024-09-17 04:36:55+00:00,2024-09-17 04:37:59+00:00,3_8
1381,5000,0.25,10,1000,2024-09-17 04:38:00+00:00,2024-09-17 04:39:05+00:00,3_8
1382,5000,0.25,10,10000,2024-09-17 04:39:07+00:00,2024-09-17 04:40:11+00:00,3_8
1383,5000,0.25,50,100,2024-09-17 04:40:12+00:00,2024-09-17 04:41:17+00:00,3_8
1384,5000,0.25,50,1000,2024-09-17 04:41:18+00:00,2024-09-17 04:42:22+00:00,3_8
1385,5000,0.25,50,10000,2024-09-17 04:42:24+00:00,2024-09-17 04:43:29+00:00,3_8
1386,5000,0.5,1,100,2024-09-17 04:43:31+00:00,2024-09-17 04:44:35+00:00,3_8
1387,5000,0.5,1,1000,2024-09-17 04:44:36+00:00,2024-09-17 04:45:40+00:00,3_8
1388,5000,0.5,1,10000,2024-09-17 04:45:43+00:00,2024-09-17 04:46:46+00:00,3_8
1389,5000,0.5,10,100,2024-09-17 04:46:49+00:00,2024-09-17 04:47:53+00:00,3_8
1390,5000,0.5,10,1000,2024-09-17 04:47:55+00:00,2024-09-17 04:48:59+00:00,3_8
1391,5000,0.5,10,10000,2024-09-17 04:49:01+00:00,2024-09-17 04:50:05+00:00,3_8
1392,5000,0.5,50,100,2024-09-17 04:50:07+00:00,2024-09-17 04:51:11+00:00,3_8
1393,5000,0.5,50,1000,2024-09-17 04:51:13+00:00,2024-09-17 04:52:17+00:00,3_8
1394,5000,0.5,50,10000,2024-09-17 04:52:19+00:00,2024-09-17 04:53:23+00:00,3_8
1395,5000,0.75,1,100,2024-09-17 04:53:26+00:00,2024-09-17 04:54:30+00:00,3_8
1396,5000,0.75,1,1000,2024-09-17 04:54:32+00:00,2024-09-17 04:55:36+00:00,3_8
1397,5000,0.75,1,10000,2024-09-17 04:55:38+00:00,2024-09-17 04:56:43+00:00,3_8
1398,5000,0.75,10,100,2024-09-17 04:56:45+00:00,2024-09-17 04:57:49+00:00,3_8
1399,5000,0.75,10,1000,2024-09-17 04:57:51+00:00,2024-09-17 04:58:56+00:00,3_8
1400,5000,0.75,10,10000,2024-09-17 04:58:58+00:00,2024-09-17 05:00:02+00:00,3_8
1401,5000,0.75,50,100,2024-09-17 05:00:05+00:00,2024-09-17 05:01:09+00:00,3_8
1402,5000,0.75,50,1000,2024-09-17 05:01:11+00:00,2024-09-17 05:02:16+00:00,3_8
1403,5000,0.75,50,10000,2024-09-17 05:02:18+00:00,2024-09-17 05:03:23+00:00,3_8
1404,7500,0.0,1,100,2024-09-20 13:10:46+00:00,2024-09-20 13:14:01+00:00,3_8
1405,7500,0.0,1,1000,2024-09-20 13:14:04+00:00,2024-09-20 13:18:06+00:00,3_8
1406,7500,0.0,1,10000,2024-09-20 13:18:10+00:00,2024-09-20 13:21:44+00:00,3_8
1407,7500,0.0,10,100,2024-09-20 13:21:48+00:00,2024-09-20 13:25:44+00:00,3_8
1408,7500,0.0,10,1000,2024-09-20 13:25:47+00:00,2024-09-20 13:29:19+00:00,3_8
1409,7500,0.0,10,10000,2024-09-20 13:29:23+00:00,2024-09-20 13:33:17+00:00,3_8
1410,7500,0.0,50,100,2024-09-20 13:33:21+00:00,2024-09-20 13:37:08+00:00,3_8
1411,7500,0.0,50,1000,2024-09-20 13:37:12+00:00,2024-09-20 13:40:43+00:00,3_8
1412,7500,0.0,50,10000,2024-09-20 13:40:47+00:00,2024-09-20 13:44:13+00:00,3_8
1413,7500,0.25,1,100,2024-09-20 13:44:17+00:00,2024-09-20 13:47:54+00:00,3_8
1414,7500,0.25,1,1000,2024-09-20 13:47:57+00:00,2024-09-20 13:51:30+00:00,3_8
1415,7500,0.25,1,10000,2024-09-20 13:51:34+00:00,2024-09-20 13:55:17+00:00,3_8
1416,7500,0.25,10,100,2024-09-20 13:55:22+00:00,2024-09-20 13:58:58+00:00,3_8
1417,7500,0.25,10,1000,2024-09-20 13:59:02+00:00,2024-09-20 14:02:43+00:00,3_8
1418,7500,0.25,10,10000,2024-09-20 14:02:47+00:00,2024-09-20 14:06:29+00:00,3_8
1419,7500,0.25,50,100,2024-09-20 14:09:29+00:00,2024-09-20 14:15:55+00:00,3_8
1420,7500,0.25,50,1000,2024-09-20 14:16:03+00:00,2024-09-20 14:22:14+00:00,3_8
1421,7500,0.25,50,10000,2024-09-20 14:22:22+00:00,2024-09-20 14:28:59+00:00,3_8
1422,7500,0.5,1,100,2024-09-20 14:29:06+00:00,2024-09-20 14:35:31+00:00,3_8
1423,7500,0.5,1,1000,2024-09-20 14:35:39+00:00,2024-09-20 14:42:07+00:00,3_8
1424,7500,0.5,1,10000,2024-09-20 14:42:15+00:00,2024-09-20 14:48:49+00:00,3_8
1425,7500,0.5,10,100,2024-09-20 14:48:59+00:00,2024-09-20 14:55:27+00:00,3_8
1426,7500,0.5,10,1000,2024-09-20 14:55:35+00:00,2024-09-20 15:02:03+00:00,3_8
1427,7500,0.5,10,10000,2024-09-20 15:02:14+00:00,2024-09-20 15:08:52+00:00,3_8
1428,7500,0.5,50,100,2024-09-20 15:09:01+00:00,2024-09-20 15:15:31+00:00,3_8
1429,7500,0.5,50,1000,2024-09-20 15:15:40+00:00,2024-09-20 15:22:01+00:00,3_8
1430,7500,0.5,50,10000,2024-09-20 15:22:10+00:00,2024-09-20 15:28:27+00:00,3_8
1431,7500,0.75,1,100,2024-09-20 15:28:36+00:00,2024-09-20 15:35:19+00:00,3_8
1432,7500,0.75,1,1000,2024-09-20 15:35:30+00:00,2024-09-20 15:42:14+00:00,3_8
1433,7500,0.75,1,10000,2024-09-20 15:42:27+00:00,2024-09-20 15:48:43+00:00,3_8
1434,7500,0.75,10,100,2024-09-20 15:48:54+00:00,2024-09-20 15:55:03+00:00,3_8
1435,7500,0.75,10,1000,2024-09-20 15:55:13+00:00,2024-09-20 16:01:16+00:00,3_8
1436,7500,0.75,10,10000,2024-09-20 16:01:25+00:00,2024-09-20 16:07:36+00:00,3_8
1437,7500,0.75,50,100,2024-09-20 16:07:45+00:00,2024-09-20 16:14:07+00:00,3_8
1438,7500,0.75,50,1000,2024-09-20 16:14:17+00:00,2024-09-20 16:20:35+00:00,3_8
1439,7500,0.75,50,10000,2024-09-20 16:20:45+00:00,2024-09-20 16:27:13+00:00,3_8
1440,10000,0.0,1,100,2024-09-20 16:27:27+00:00,2024-09-20 16:43:26+00:00,3_8
1441,10000,0.0,1,1000,2024-09-20 16:43:40+00:00,2024-09-20 16:58:52+00:00,3_8
1442,10000,0.0,1,10000,2024-09-20 16:59:06+00:00,2024-09-20 17:14:21+00:00,3_8
1443,10000,0.0,10,100,2024-09-20 17:14:32+00:00,2024-09-20 17:30:23+00:00,3_8
1444,10000,0.0,10,1000,2024-09-20 17:30:35+00:00,2024-09-20 17:46:34+00:00,3_8
1445,10000,0.0,10,10000,2024-09-20 17:46:47+00:00,2024-09-20 18:02:46+00:00,3_8
1446,10000,0.0,50,100,2024-09-20 18:02:59+00:00,2024-09-20 18:18:56+00:00,3_8
1447,10000,0.0,50,1000,2024-09-20 18:19:09+00:00,2024-09-20 18:34:53+00:00,3_8
1448,10000,0.0,50,10000,2024-09-20 18:35:05+00:00,2024-09-20 18:51:03+00:00,3_8
1449,10000,0.25,1,100,2024-09-20 18:51:12+00:00,2024-09-20 19:07:15+00:00,3_8
1450,10000,0.25,1,1000,2024-09-20 19:07:30+00:00,2024-09-20 19:23:01+00:00,3_8
1451,10000,0.25,1,10000,2024-09-20 19:23:15+00:00,2024-09-20 19:39:23+00:00,3_8
1452,10000,0.25,10,100,2024-09-20 19:39:34+00:00,2024-09-20 19:55:41+00:00,3_8
1453,10000,0.25,10,1000,2024-09-20 19:55:50+00:00,2024-09-20 20:11:51+00:00,3_8
1454,10000,0.25,10,10000,2024-09-20 20:12:02+00:00,2024-09-20 20:28:20+00:00,3_8
1455,10000,0.25,50,100,2024-09-20 20:28:32+00:00,2024-09-20 20:44:38+00:00,3_8
1456,10000,0.25,50,1000,2024-09-20 20:44:49+00:00,2024-09-20 21:01:12+00:00,3_8
1457,10000,0.25,50,10000,2024-09-20 21:01:20+00:00,2024-09-20 21:17:27+00:00,3_8
1458,10000,0.5,1,100,2024-09-20 21:17:41+00:00,2024-09-20 21:33:48+00:00,3_8
1459,10000,0.5,1,1000,2024-09-20 21:34:02+00:00,2024-09-20 21:50:02+00:00,3_8
1460,10000,0.5,1,10000,2024-09-20 21:50:11+00:00,2024-09-20 22:06:34+00:00,3_8
1461,10000,0.5,10,100,2024-09-20 22:06:43+00:00,2024-09-20 22:22:46+00:00,3_8
1462,10000,0.5,10,1000,2024-09-20 22:22:58+00:00,2024-09-20 22:39:01+00:00,3_8
1463,10000,0.5,10,10000,2024-09-20 22:39:14+00:00,2024-09-20 22:55:32+00:00,3_8
1464,10000,0.5,50,100,2024-09-20 22:55:50+00:00,2024-09-20 23:11:45+00:00,3_8
1465,10000,0.5,50,1000,2024-09-20 23:11:59+00:00,2024-09-20 23:28:08+00:00,3_8
1466,10000,0.5,50,10000,2024-09-20 23:28:25+00:00,2024-09-20 23:44:12+00:00,3_8
1467,10000,0.75,1,100,2024-09-20 23:44:21+00:00,2024-09-21 00:00:45+00:00,3_8
1468,10000,0.75,1,1000,2024-09-21 00:01:02+00:00,2024-09-21 00:17:04+00:00,3_8
1469,10000,0.75,1,10000,2024-09-21 00:17:17+00:00,2024-09-21 00:33:20+00:00,3_8
1470,10000,0.75,10,100,2024-09-21 00:33:30+00:00,2024-09-21 00:49:39+00:00,3_8
1471,10000,0.75,10,1000,2024-09-21 00:49:48+00:00,2024-09-21 01:06:03+00:00,3_8
1472,10000,0.75,10,10000,2024-09-21 01:06:22+00:00,2024-09-21 01:22:27+00:00,3_8
1473,10000,0.75,50,100,2024-09-21 01:22:41+00:00,2024-09-21 01:38:31+00:00,3_8
1474,10000,0.75,50,1000,2024-09-21 01:38:45+00:00,2024-09-21 01:54:44+00:00,3_8
1475,10000,0.75,50,10000,2024-09-21 01:54:55+00:00,2024-09-21 02:10:54+00:00,3_8
1476,12500,0.0,1,100,2024-09-21 11:50:19+00:00,2024-09-21 12:06:25+00:00,3_8
1477,12500,0.0,1,1000,2024-09-21 12:06:35+00:00,2024-09-21 12:22:30+00:00,3_8
1478,12500,0.0,1,10000,2024-09-21 12:22:42+00:00,2024-09-21 12:38:45+00:00,3_8
1479,12500,0.0,10,100,2024-09-21 12:38:57+00:00,2024-09-21 12:54:58+00:00,3_8
1480,12500,0.0,10,1000,2024-09-21 12:55:08+00:00,2024-09-21 13:11:11+00:00,3_8
1481,12500,0.0,10,10000,2024-09-21 13:11:22+00:00,2024-09-21 13:27:41+00:00,3_8
1482,12500,0.0,50,100,2024-09-21 13:27:51+00:00,2024-09-21 13:44:09+00:00,3_8
1483,12500,0.0,50,1000,2024-09-21 13:44:19+00:00,2024-09-21 14:00:13+00:00,3_8
1484,12500,0.0,50,10000,2024-09-21 14:00:25+00:00,2024-09-21 14:15:56+00:00,3_8
1485,12500,0.25,1,100,2024-09-21 14:16:08+00:00,2024-09-21 14:32:18+00:00,3_8
1486,12500,0.25,1,1000,2024-09-21 14:32:28+00:00,2024-09-21 14:49:01+00:00,3_8
1487,12500,0.25,1,10000,2024-09-21 14:49:13+00:00,2024-09-21 15:05:20+00:00,3_8
1488,12500,0.25,10,100,2024-09-21 15:05:32+00:00,2024-09-21 15:21:20+00:00,3_8
1489,12500,0.25,10,1000,2024-09-21 15:21:31+00:00,2024-09-21 15:37:26+00:00,3_8
1490,12500,0.25,10,10000,2024-09-21 15:37:39+00:00,2024-09-21 15:53:52+00:00,3_8
1491,12500,0.25,50,100,2024-09-21 15:54:04+00:00,2024-09-21 16:10:00+00:00,3_8
1492,12500,0.25,50,1000,2024-09-21 16:10:12+00:00,2024-09-21 16:26:14+00:00,3_8
1493,12500,0.25,50,10000,2024-09-21 16:26:27+00:00,2024-09-21 16:42:18+00:00,3_8
1494,12500,0.5,1,100,2024-09-21 16:42:31+00:00,2024-09-21 16:58:37+00:00,3_8
1495,12500,0.5,1,1000,2024-09-21 16:58:50+00:00,2024-09-21 17:14:59+00:00,3_8
1496,12500,0.5,1,10000,2024-09-21 17:15:13+00:00,2024-09-21 17:30:42+00:00,3_8
1497,12500,0.5,10,100,2024-09-21 17:30:56+00:00,2024-09-21 17:47:33+00:00,3_8
1498,12500,0.5,10,1000,2024-09-21 17:47:45+00:00,2024-09-21 18:03:16+00:00,3_8
1499,12500,0.5,10,10000,2024-09-21 18:03:30+00:00,2024-09-21 18:19:48+00:00,3_8
1500,12500,0.5,50,100,2024-09-21 18:20:02+00:00,2024-09-21 18:36:49+00:00,3_8
1501,12500,0.5,50,1000,2024-09-21 18:37:02+00:00,2024-09-21 18:53:25+00:00,3_8
1502,12500,0.5,50,10000,2024-09-21 18:53:39+00:00,2024-09-21 19:10:13+00:00,3_8
1503,12500,0.75,1,100,2024-09-21 19:10:29+00:00,2024-09-21 19:26:10+00:00,3_8
1504,12500,0.75,1,1000,2024-09-21 19:26:24+00:00,2024-09-21 19:42:22+00:00,3_8
1505,12500,0.75,1,10000,2024-09-21 19:42:38+00:00,2024-09-21 19:58:27+00:00,3_8
1506,12500,0.75,10,100,2024-09-21 19:58:41+00:00,2024-09-21 20:15:53+00:00,3_8
1507,12500,0.75,10,1000,2024-09-21 20:16:08+00:00,2024-09-21 20:32:01+00:00,3_8
1508,12500,0.75,10,10000,2024-09-21 20:32:17+00:00,2024-09-21 20:48:57+00:00,3_8
1509,12500,0.75,50,100,2024-09-21 20:49:13+00:00,2024-09-21 21:04:45+00:00,3_8
1510,12500,0.75,50,1000,2024-09-21 21:05:00+00:00,2024-09-21 21:22:57+00:00,3_8
1511,12500,0.75,50,10000,2024-09-21 21:23:13+00:00,2024-09-21 21:39:12+00:00,3_8
1512,100,0.0,1,100,2024-10-03 11:56:37+00:00,2024-10-03 11:56:37+00:00,4_8
1513,100,0.0,1,1000,2024-10-03 11:56:37+00:00,2024-10-03 11:56:37+00:00,4_8
1514,100,0.0,1,10000,2024-10-03 11:56:38+00:00,2024-10-03 11:56:38+00:00,4_8
1515,100,0.0,10,100,2024-10-03 11:56:38+00:00,2024-10-03 11:56:38+00:00,4_8
1516,100,0.0,10,1000,2024-10-03 11:56:38+00:00,2024-10-03 11:56:38+00:00,4_8
1517,100,0.0,10,10000,2024-10-03 11:56:38+00:00,2024-10-03 11:56:38+00:00,4_8
1518,100,0.0,50,100,2024-10-03 11:56:38+00:00,2024-10-03 11:56:38+00:00,4_8
1519,100,0.0,50,1000,2024-10-03 11:56:38+00:00,2024-10-03 11:56:38+00:00,4_8
1520,100,0.0,50,10000,2024-10-03 11:56:38+00:00,2024-10-03 11:56:38+00:00,4_8
1521,100,0.25,1,100,2024-10-03 11:56:39+00:00,2024-10-03 11:56:39+00:00,4_8
1522,100,0.25,1,1000,2024-10-03 11:56:39+00:00,2024-10-03 11:56:39+00:00,4_8
1523,100,0.25,1,10000,2024-10-03 11:56:39+00:00,2024-10-03 11:56:39+00:00,4_8
1524,100,0.25,10,100,2024-10-03 11:56:40+00:00,2024-10-03 11:56:40+00:00,4_8
1525,100,0.25,10,1000,2024-10-03 11:56:40+00:00,2024-10-03 11:56:40+00:00,4_8
1526,100,0.25,10,10000,2024-10-03 11:56:40+00:00,2024-10-03 11:56:40+00:00,4_8
1527,100,0.25,50,100,2024-10-03 11:56:40+00:00,2024-10-03 11:56:40+00:00,4_8
1528,100,0.25,50,1000,2024-10-03 11:56:40+00:00,2024-10-03 11:56:40+00:00,4_8
1529,100,0.25,50,10000,2024-10-03 11:56:41+00:00,2024-10-03 11:56:41+00:00,4_8
1530,100,0.5,1,100,2024-10-03 11:56:41+00:00,2024-10-03 11:56:41+00:00,4_8
1531,100,0.5,1,1000,2024-10-03 11:56:41+00:00,2024-10-03 11:56:41+00:00,4_8
1532,100,0.5,1,10000,2024-10-03 11:56:41+00:00,2024-10-03 11:56:41+00:00,4_8
1533,100,0.5,10,100,2024-10-03 11:56:41+00:00,2024-10-03 11:56:41+00:00,4_8
1534,100,0.5,10,1000,2024-10-03 11:56:41+00:00,2024-10-03 11:56:41+00:00,4_8
1535,100,0.5,10,10000,2024-10-03 11:56:41+00:00,2024-10-03 11:56:41+00:00,4_8
1536,100,0.5,50,100,2024-10-03 11:56:41+00:00,2024-10-03 11:56:41+00:00,4_8
1537,100,0.5,50,1000,2024-10-03 11:56:42+00:00,2024-10-03 11:56:42+00:00,4_8
1538,100,0.5,50,10000,2024-10-03 11:56:42+00:00,2024-10-03 11:56:42+00:00,4_8
1539,100,0.75,1,100,2024-10-03 11:56:42+00:00,2024-10-03 11:56:42+00:00,4_8
1540,100,0.75,1,1000,2024-10-03 11:56:42+00:00,2024-10-03 11:56:42+00:00,4_8
1541,100,0.75,1,10000,2024-10-03 11:56:42+00:00,2024-10-03 11:56:42+00:00,4_8
1542,100,0.75,10,100,2024-10-03 11:56:42+00:00,2024-10-03 11:56:42+00:00,4_8
1543,100,0.75,10,1000,2024-10-03 11:56:42+00:00,2024-10-03 11:56:42+00:00,4_8
1544,100,0.75,10,10000,2024-10-03 11:56:43+00:00,2024-10-03 11:56:43+00:00,4_8
1545,100,0.75,50,100,2024-10-03 11:56:43+00:00,2024-10-03 11:56:43+00:00,4_8
