,size,sparsity,min,max,start,end,hardware
589,300,0.25,10,1000,2024-10-03 10:30:41+00:00,2024-10-03 10:30:41+00:00,2_8
590,300,0.25,10,10000,2024-10-03 10:30:41+00:00,2024-10-03 10:30:41+00:00,2_8
591,300,0.25,50,100,2024-10-03 10:30:41+00:00,2024-10-03 10:30:41+00:00,2_8
592,300,0.25,50,1000,2024-10-03 10:30:41+00:00,2024-10-03 10:30:41+00:00,2_8
593,300,0.25,50,10000,2024-10-03 10:30:41+00:00,2024-10-03 10:30:41+00:00,2_8
594,300,0.5,1,100,2024-10-03 10:30:41+00:00,2024-10-03 10:30:41+00:00,2_8
595,300,0.5,1,1000,2024-10-03 10:30:42+00:00,2024-10-03 10:30:42+00:00,2_8
596,300,0.5,1,10000,2024-10-03 10:30:42+00:00,2024-10-03 10:30:42+00:00,2_8
597,300,0.5,10,100,2024-10-03 10:30:42+00:00,2024-10-03 10:30:42+00:00,2_8
598,300,0.5,10,1000,2024-10-03 10:30:42+00:00,2024-10-03 10:30:42+00:00,2_8
599,300,0.5,10,10000,2024-10-03 10:30:42+00:00,2024-10-03 10:30:42+00:00,2_8
600,300,0.5,50,100,2024-10-03 10:30:42+00:00,2024-10-03 10:30:42+00:00,2_8
601,300,0.5,50,1000,2024-10-03 10:30:42+00:00,2024-10-03 10:30:42+00:00,2_8
602,300,0.5,50,10000,2024-10-03 10:30:42+00:00,2024-10-03 10:30:42+00:00,2_8
603,300,0.75,1,100,2024-10-03 10:30:42+00:00,2024-10-03 10:30:42+00:00,2_8
604,300,0.75,1,1000,2024-10-03 10:30:42+00:00,2024-10-03 10:30:43+00:00,2_8
605,300,0.75,1,10000,2024-10-03 10:30:43+00:00,2024-10-03 10:30:43+00:00,2_8
606,300,0.75,10,100,2024-10-03 10:30:43+00:00,2024-10-03 10:30:43+00:00,2_8
607,300,0.75,10,1000,2024-10-03 10:30:43+00:00,2024-10-03 10:30:43+00:00,2_8
608,300,0.75,10,10000,2024-10-03 10:30:43+00:00,2024-10-03 10:30:43+00:00,2_8
609,300,0.75,50,100,2024-10-03 10:30:43+00:00,2024-10-03 10:30:43+00:00,2_8
610,300,0.75,50,1000,2024-10-03 10:30:43+00:00,2024-10-03 10:30:43+00:00,2_8
611,300,0.75,50,10000,2024-10-03 10:30:43+00:00,2024-10-03 10:30:43+00:00,2_8
612,400,0.0,1,100,2024-10-03 10:30:43+00:00,2024-10-03 10:30:43+00:00,2_8
613,400,0.0,1,1000,2024-10-03 10:30:43+00:00,2024-10-03 10:30:43+00:00,2_8
614,400,0.0,1,10000,2024-10-03 10:30:43+00:00,2024-10-03 10:30:44+00:00,2_8
615,400,0.0,10,100,2024-10-03 10:30:44+00:00,2024-10-03 10:30:44+00:00,2_8
616,400,0.0,10,1000,2024-10-03 10:30:44+00:00,2024-10-03 10:30:44+00:00,2_8
617,400,0.0,10,10000,2024-10-03 10:30:44+00:00,2024-10-03 10:30:44+00:00,2_8
618,400,0.0,50,100,2024-10-03 10:30:44+00:00,2024-10-03 10:30:44+00:00,2_8
619,400,0.0,50,1000,2024-10-03 10:30:44+00:00,2024-10-03 10:30:44+00:00,2_8
620,400,0.0,50,10000,2024-10-03 10:30:44+00:00,2024-10-03 10:30:44+00:00,2_8
621,400,0.25,1,100,2024-10-03 10:30:44+00:00,2024-10-03 10:30:44+00:00,2_8
622,400,0.25,1,1000,2024-10-03 10:30:44+00:00,2024-10-03 10:30:44+00:00,2_8
623,400,0.25,1,10000,2024-10-03 10:30:44+00:00,2024-10-03 10:30:44+00:00,2_8
624,400,0.25,10,100,2024-10-03 10:30:44+00:00,2024-10-03 10:30:44+00:00,2_8
625,400,0.25,10,1000,2024-10-03 10:30:45+00:00,2024-10-03 10:30:45+00:00,2_8
626,400,0.25,10,10000,2024-10-03 10:30:45+00:00,2024-10-03 10:30:45+00:00,2_8
627,400,0.25,50,100,2024-10-03 10:30:45+00:00,2024-10-03 10:30:45+00:00,2_8
628,400,0.25,50,1000,2024-10-03 10:30:45+00:00,2024-10-03 10:30:45+00:00,2_8
629,400,0.25,50,10000,2024-10-03 10:30:45+00:00,2024-10-03 10:30:45+00:00,2_8
630,400,0.5,1,100,2024-10-03 10:30:45+00:00,2024-10-03 10:30:45+00:00,2_8
631,400,0.5,1,1000,2024-10-03 10:30:45+00:00,2024-10-03 10:30:45+00:00,2_8
632,400,0.5,1,10000,2024-10-03 10:30:45+00:00,2024-10-03 10:30:45+00:00,2_8
633,400,0.5,10,100,2024-10-03 10:30:45+00:00,2024-10-03 10:30:45+00:00,2_8
634,400,0.5,10,1000,2024-10-03 10:30:45+00:00,2024-10-03 10:30:45+00:00,2_8
635,400,0.5,10,10000,2024-10-03 10:30:45+00:00,2024-10-03 10:30:45+00:00,2_8
636,400,0.5,50,100,2024-10-03 10:30:46+00:00,2024-10-03 10:30:46+00:00,2_8
637,400,0.5,50,1000,2024-10-03 10:30:46+00:00,2024-10-03 10:30:46+00:00,2_8
638,400,0.5,50,10000,2024-10-03 10:30:46+00:00,2024-10-03 10:30:46+00:00,2_8
639,400,0.75,1,100,2024-10-03 10:30:46+00:00,2024-10-03 10:30:46+00:00,2_8
640,400,0.75,1,1000,2024-10-03 10:30:46+00:00,2024-10-03 10:30:46+00:00,2_8
641,400,0.75,1,10000,2024-10-03 10:30:46+00:00,2024-10-03 10:30:46+00:00,2_8
642,400,0.75,10,100,2024-10-03 10:30:46+00:00,2024-10-03 10:30:46+00:00,2_8
643,400,0.75,10,1000,2024-10-03 10:30:46+00:00,2024-10-03 10:30:46+00:00,2_8
644,400,0.75,10,10000,2024-10-03 10:30:47+00:00,2024-10-03 10:30:47+00:00,2_8
645,400,0.75,50,100,2024-10-03 10:30:47+00:00,2024-10-03 10:30:47+00:00,2_8
646,400,0.75,50,1000,2024-10-03 10:30:47+00:00,2024-10-03 10:30:47+00:00,2_8
647,400,0.75,50,10000,2024-10-03 10:30:47+00:00,2024-10-03 10:30:47+00:00,2_8
648,500,0.0,1,100,2024-10-03 10:30:47+00:00,2024-10-03 10:30:47+00:00,2_8
649,500,0.0,1,1000,2024-10-03 10:30:47+00:00,2024-10-03 10:30:47+00:00,2_8
650,500,0.0,1,10000,2024-10-03 10:30:47+00:00,2024-10-03 10:30:47+00:00,2_8
651,500,0.0,10,100,2024-10-03 10:30:47+00:00,2024-10-03 10:30:47+00:00,2_8
652,500,0.0,10,1000,2024-10-03 10:30:48+00:00,2024-10-03 10:30:48+00:00,2_8
653,500,0.0,10,10000,2024-10-03 10:30:48+00:00,2024-10-03 10:30:48+00:00,2_8
654,500,0.0,50,100,2024-10-03 10:30:48+00:00,2024-10-03 10:30:48+00:00,2_8
655,500,0.0,50,1000,2024-10-03 10:30:48+00:00,2024-10-03 10:30:48+00:00,2_8
656,500,0.0,50,10000,2024-10-03 10:30:48+00:00,2024-10-03 10:30:48+00:00,2_8
657,500,0.25,1,100,2024-10-03 10:30:48+00:00,2024-10-03 10:30:48+00:00,2_8
658,500,0.25,1,1000,2024-10-03 10:30:48+00:00,2024-10-03 10:30:48+00:00,2_8
659,500,0.25,1,10000,2024-10-03 10:30:48+00:00,2024-10-03 10:30:48+00:00,2_8
660,500,0.25,10,100,2024-10-03 10:30:49+00:00,2024-10-03 10:30:49+00:00,2_8
661,500,0.25,10,1000,2024-10-03 10:30:49+00:00,2024-10-03 10:30:49+00:00,2_8
662,500,0.25,10,10000,2024-10-03 10:30:49+00:00,2024-10-03 10:30:49+00:00,2_8
663,500,0.25,50,100,2024-10-03 10:30:49+00:00,2024-10-03 10:30:49+00:00,2_8
664,500,0.25,50,1000,2024-10-03 10:30:49+00:00,2024-10-03 10:30:49+00:00,2_8
665,500,0.25,50,10000,2024-10-03 10:30:49+00:00,2024-10-03 10:30:49+00:00,2_8
666,500,0.5,1,100,2024-10-03 10:30:49+00:00,2024-10-03 10:30:49+00:00,2_8
667,500,0.5,1,1000,2024-10-03 10:30:49+00:00,2024-10-03 10:30:49+00:00,2_8
668,500,0.5,1,10000,2024-10-03 10:30:50+00:00,2024-10-03 10:30:50+00:00,2_8
669,500,0.5,10,100,2024-10-03 10:30:50+00:00,2024-10-03 10:30:50+00:00,2_8
670,500,0.5,10,1000,2024-10-03 10:30:50+00:00,2024-10-03 10:30:50+00:00,2_8
671,500,0.5,10,10000,2024-10-03 10:30:50+00:00,2024-10-03 10:30:50+00:00,2_8
672,500,0.5,50,100,2024-10-03 10:30:50+00:00,2024-10-03 10:30:50+00:00,2_8
673,500,0.5,50,1000,2024-10-03 10:30:50+00:00,2024-10-03 10:30:50+00:00,2_8
674,500,0.5,50,10000,2024-10-03 10:30:50+00:00,2024-10-03 10:30:51+00:00,2_8
675,500,0.75,1,100,2024-10-03 10:30:51+00:00,2024-10-03 10:30:51+00:00,2_8
676,500,0.75,1,1000,2024-10-03 10:30:51+00:00,2024-10-03 10:30:51+00:00,2_8
677,500,0.75,1,10000,2024-10-03 10:30:51+00:00,2024-10-03 10:30:51+00:00,2_8
678,500,0.75,10,100,2024-10-03 10:30:51+00:00,2024-10-03 10:30:51+00:00,2_8
679,500,0.75,10,1000,2024-10-03 10:30:51+00:00,2024-10-03 10:30:51+00:00,2_8
680,500,0.75,10,10000,2024-10-03 10:30:51+00:00,2024-10-03 10:30:51+00:00,2_8
681,500,0.75,50,100,2024-10-03 10:30:51+00:00,2024-10-03 10:30:51+00:00,2_8
682,500,0.75,50,1000,2024-10-03 10:30:51+00:00,2024-10-03 10:30:51+00:00,2_8
683,500,0.75,50,10000,2024-10-03 10:30:51+00:00,2024-10-03 10:30:52+00:00,2_8
684,750,0.0,1,100,2024-10-03 10:30:52+00:00,2024-10-03 10:30:52+00:00,2_8
685,750,0.0,1,1000,2024-10-03 10:30:52+00:00,2024-10-03 10:30:52+00:00,2_8
686,750,0.0,1,10000,2024-10-03 10:30:52+00:00,2024-10-03 10:30:52+00:00,2_8
687,750,0.0,10,100,2024-10-03 10:30:52+00:00,2024-10-03 10:30:53+00:00,2_8
688,750,0.0,10,1000,2024-10-03 10:30:53+00:00,2024-10-03 10:30:53+00:00,2_8
689,750,0.0,10,10000,2024-10-03 10:30:53+00:00,2024-10-03 10:30:53+00:00,2_8
690,750,0.0,50,100,2024-10-03 10:30:53+00:00,2024-10-03 10:30:54+00:00,2_8
691,750,0.0,50,1000,2024-10-03 10:30:54+00:00,2024-10-03 10:30:54+00:00,2_8
692,750,0.0,50,10000,2024-10-03 10:30:54+00:00,2024-10-03 10:30:54+00:00,2_8
693,750,0.25,1,100,2024-10-03 10:30:54+00:00,2024-10-03 10:30:54+00:00,2_8
694,750,0.25,1,1000,2024-10-03 10:30:54+00:00,2024-10-03 10:30:55+00:00,2_8
695,750,0.25,1,10000,2024-10-03 10:30:55+00:00,2024-10-03 10:30:55+00:00,2_8
696,750,0.25,10,100,2024-10-03 10:30:55+00:00,2024-10-03 10:30:55+00:00,2_8
697,750,0.25,10,1000,2024-10-03 10:30:55+00:00,2024-10-03 10:30:55+00:00,2_8
698,750,0.25,10,10000,2024-10-03 10:30:55+00:00,2024-10-03 10:30:56+00:00,2_8
699,750,0.25,50,100,2024-10-03 10:30:56+00:00,2024-10-03 10:30:56+00:00,2_8
700,750,0.25,50,1000,2024-10-03 10:30:56+00:00,2024-10-03 10:30:56+00:00,2_8
701,750,0.25,50,10000,2024-10-03 10:30:56+00:00,2024-10-03 10:30:56+00:00,2_8
702,750,0.5,1,100,2024-10-03 10:30:56+00:00,2024-10-03 10:30:57+00:00,2_8
703,750,0.5,1,1000,2024-10-03 10:30:57+00:00,2024-10-03 10:30:57+00:00,2_8
704,750,0.5,1,10000,2024-10-03 10:30:57+00:00,2024-10-03 10:30:57+00:00,2_8
705,750,0.5,10,100,2024-10-03 10:30:57+00:00,2024-10-03 10:30:57+00:00,2_8
706,750,0.5,10,1000,2024-10-03 10:30:57+00:00,2024-10-03 10:30:58+00:00,2_8
707,750,0.5,10,10000,2024-10-03 10:30:58+00:00,2024-10-03 10:30:58+00:00,2_8
708,750,0.5,50,100,2024-10-03 10:30:58+00:00,2024-10-03 10:30:58+00:00,2_8
709,750,0.5,50,1000,2024-10-03 10:30:58+00:00,2024-10-03 10:30:58+00:00,2_8
710,750,0.5,50,10000,2024-10-03 10:30:59+00:00,2024-10-03 10:30:59+00:00,2_8
711,750,0.75,1,100,2024-10-03 10:30:59+00:00,2024-10-03 10:30:59+00:00,2_8
712,750,0.75,1,1000,2024-10-03 10:30:59+00:00,2024-10-03 10:30:59+00:00,2_8
713,750,0.75,1,10000,2024-10-03 10:30:59+00:00,2024-10-03 10:30:59+00:00,2_8
714,750,0.75,10,100,2024-10-03 10:31:00+00:00,2024-10-03 10:31:00+00:00,2_8
715,750,0.75,10,1000,2024-10-03 10:31:00+00:00,2024-10-03 10:31:00+00:00,2_8
716,750,0.75,10,10000,2024-10-03 10:31:00+00:00,2024-10-03 10:31:00+00:00,2_8
717,750,0.75,50,100,2024-10-03 10:31:00+00:00,2024-10-03 10:31:01+00:00,2_8
718,750,0.75,50,1000,2024-10-03 10:31:01+00:00,2024-10-03 10:31:01+00:00,2_8
719,750,0.75,50,10000,2024-10-03 10:31:01+00:00,2024-10-03 10:31:01+00:00,2_8
720,1000,0.0,1,100,2024-10-03 10:31:01+00:00,2024-10-03 10:31:02+00:00,2_8
721,1000,0.0,1,1000,2024-10-03 10:31:02+00:00,2024-10-03 10:31:02+00:00,2_8
722,1000,0.0,1,10000,2024-10-03 10:31:02+00:00,2024-10-03 10:31:03+00:00,2_8
723,1000,0.0,10,100,2024-10-03 10:31:03+00:00,2024-10-03 10:31:03+00:00,2_8
724,1000,0.0,10,1000,2024-10-03 10:31:03+00:00,2024-10-03 10:31:04+00:00,2_8
725,1000,0.0,10,10000,2024-10-03 10:31:04+00:00,2024-10-03 10:31:04+00:00,2_8
726,1000,0.0,50,100,2024-10-03 10:31:04+00:00,2024-10-03 10:31:05+00:00,2_8
727,1000,0.0,50,1000,2024-10-03 10:31:05+00:00,2024-10-03 10:31:05+00:00,2_8
728,1000,0.0,50,10000,2024-10-03 10:31:05+00:00,2024-10-03 10:31:06+00:00,2_8
729,1000,0.25,1,100,2024-10-03 10:31:06+00:00,2024-10-03 10:31:06+00:00,2_8
730,1000,0.25,1,1000,2024-10-03 10:31:07+00:00,2024-10-03 10:31:07+00:00,2_8
731,1000,0.25,1,10000,2024-10-03 10:31:07+00:00,2024-10-03 10:31:08+00:00,2_8
732,1000,0.25,10,100,2024-10-03 10:31:08+00:00,2024-10-03 10:31:08+00:00,2_8
733,1000,0.25,10,1000,2024-10-03 10:31:08+00:00,2024-10-03 10:31:09+00:00,2_8
734,1000,0.25,10,10000,2024-10-03 10:31:09+00:00,2024-10-03 10:31:09+00:00,2_8
735,1000,0.25,50,100,2024-10-03 10:31:09+00:00,2024-10-03 10:31:10+00:00,2_8
736,1000,0.25,50,1000,2024-10-03 10:31:10+00:00,2024-10-03 10:31:10+00:00,2_8
737,1000,0.25,50,10000,2024-10-03 10:31:10+00:00,2024-10-03 10:31:11+00:00,2_8
738,1000,0.5,1,100,2024-10-03 10:31:11+00:00,2024-10-03 10:31:11+00:00,2_8
739,1000,0.5,1,1000,2024-10-03 10:31:12+00:00,2024-10-03 10:31:12+00:00,2_8
740,1000,0.5,1,10000,2024-10-03 10:31:12+00:00,2024-10-03 10:31:13+00:00,2_8
741,1000,0.5,10,100,2024-10-03 10:31:13+00:00,2024-10-03 10:31:13+00:00,2_8
742,1000,0.5,10,1000,2024-10-03 10:31:13+00:00,2024-10-03 10:31:14+00:00,2_8
743,1000,0.5,10,10000,2024-10-03 10:31:14+00:00,2024-10-03 10:31:14+00:00,2_8
744,1000,0.5,50,100,2024-10-03 10:31:14+00:00,2024-10-03 10:31:15+00:00,2_8
745,1000,0.5,50,1000,2024-10-03 10:31:15+00:00,2024-10-03 10:31:15+00:00,2_8
746,1000,0.5,50,10000,2024-10-03 10:31:15+00:00,2024-10-03 10:31:16+00:00,2_8
747,1000,0.75,1,100,2024-10-03 10:31:16+00:00,2024-10-03 10:31:16+00:00,2_8
748,1000,0.75,1,1000,2024-10-03 10:31:16+00:00,2024-10-03 10:31:17+00:00,2_8
749,1000,0.75,1,10000,2024-10-03 10:31:17+00:00,2024-10-03 10:31:17+00:00,2_8
750,1000,0.75,10,100,2024-10-03 10:31:18+00:00,2024-10-03 10:31:18+00:00,2_8
751,1000,0.75,10,1000,2024-10-03 10:31:18+00:00,2024-10-03 10:31:19+00:00,2_8
752,1000,0.75,10,10000,2024-10-03 10:31:19+00:00,2024-10-03 10:31:19+00:00,2_8
753,1000,0.75,50,100,2024-10-03 10:31:19+00:00,2024-10-03 10:31:20+00:00,2_8
754,1000,0.75,50,1000,2024-10-03 10:31:20+00:00,2024-10-03 10:31:20+00:00,2_8
755,1000,0.75,50,10000,2024-10-03 10:31:20+00:00,2024-10-03 10:31:21+00:00,2_8
756,2000,0.0,1,100,2024-10-03 10:31:21+00:00,2024-10-03 10:31:25+00:00,2_8
757,2000,0.0,1,1000,2024-10-03 10:31:25+00:00,2024-10-03 10:31:29+00:00,2_8
758,2000,0.0,1,10000,2024-10-03 10:31:29+00:00,2024-10-03 10:31:33+00:00,2_8
759,2000,0.0,10,100,2024-10-03 10:31:33+00:00,2024-10-03 10:31:37+00:00,2_8
760,2000,0.0,10,1000,2024-10-03 10:31:37+00:00,2024-10-03 10:31:41+00:00,2_8
761,2000,0.0,10,10000,2024-10-03 10:31:41+00:00,2024-10-03 10:31:45+00:00,2_8
762,2000,0.0,50,100,2024-10-03 10:31:45+00:00,2024-10-03 10:31:49+00:00,2_8
763,2000,0.0,50,1000,2024-10-03 10:31:49+00:00,2024-10-03 10:31:53+00:00,2_8
764,2000,0.0,50,10000,2024-10-03 10:31:53+00:00,2024-10-03 10:31:57+00:00,2_8
765,2000,0.25,1,100,2024-10-03 10:31:57+00:00,2024-10-03 10:32:01+00:00,2_8
766,2000,0.25,1,1000,2024-10-03 10:32:01+00:00,2024-10-03 10:32:05+00:00,2_8
767,2000,0.25,1,10000,2024-10-03 10:32:05+00:00,2024-10-03 10:32:09+00:00,2_8
768,2000,0.25,10,100,2024-10-03 10:32:09+00:00,2024-10-03 10:32:13+00:00,2_8
769,2000,0.25,10,1000,2024-10-03 10:32:13+00:00,2024-10-03 10:32:17+00:00,2_8
770,2000,0.25,10,10000,2024-10-03 10:32:17+00:00,2024-10-03 10:32:21+00:00,2_8
771,2000,0.25,50,100,2024-10-03 10:32:21+00:00,2024-10-03 10:32:25+00:00,2_8
772,2000,0.25,50,1000,2024-10-03 10:32:25+00:00,2024-10-03 10:32:29+00:00,2_8
773,2000,0.25,50,10000,2024-10-03 10:32:29+00:00,2024-10-03 10:32:33+00:00,2_8
774,2000,0.5,1,100,2024-10-03 10:32:33+00:00,2024-10-03 10:32:37+00:00,2_8
775,2000,0.5,1,1000,2024-10-03 10:32:37+00:00,2024-10-03 10:32:41+00:00,2_8
776,2000,0.5,1,10000,2024-10-03 10:32:41+00:00,2024-10-03 10:32:45+00:00,2_8
777,2000,0.5,10,100,2024-10-03 10:32:45+00:00,2024-10-03 10:32:49+00:00,2_8
778,2000,0.5,10,1000,2024-10-03 10:32:49+00:00,2024-10-03 10:32:53+00:00,2_8
779,2000,0.5,10,10000,2024-10-03 10:32:53+00:00,2024-10-03 10:32:57+00:00,2_8
780,2000,0.5,50,100,2024-10-03 10:32:57+00:00,2024-10-03 10:33:01+00:00,2_8
781,2000,0.5,50,1000,2024-10-03 10:33:01+00:00,2024-10-03 10:33:05+00:00,2_8
782,2000,0.5,50,10000,2024-10-03 10:33:05+00:00,2024-10-03 10:33:09+00:00,2_8
783,2000,0.75,1,100,2024-10-03 10:33:09+00:00,2024-10-03 10:33:13+00:00,2_8
784,2000,0.75,1,1000,2024-10-03 10:33:13+00:00,2024-10-03 10:33:17+00:00,2_8
785,2000,0.75,1,10000,2024-10-03 10:33:18+00:00,2024-10-03 10:33:21+00:00,2_8
786,2000,0.75,10,100,2024-10-03 10:33:22+00:00,2024-10-03 10:33:25+00:00,2_8
787,2000,0.75,10,1000,2024-10-03 10:33:26+00:00,2024-10-03 10:33:29+00:00,2_8
788,2000,0.75,10,10000,2024-10-03 10:33:30+00:00,2024-10-03 10:33:34+00:00,2_8
789,2000,0.75,50,100,2024-10-03 10:33:34+00:00,2024-10-03 10:33:38+00:00,2_8
790,2000,0.75,50,1000,2024-10-03 10:33:38+00:00,2024-10-03 10:33:42+00:00,2_8
791,2000,0.75,50,10000,2024-10-03 10:33:42+00:00,2024-10-03 10:33:46+00:00,2_8
792,3000,0.0,1,100,2024-10-03 10:33:46+00:00,2024-10-03 10:33:59+00:00,2_8
793,3000,0.0,1,1000,2024-10-03 10:33:59+00:00,2024-10-03 10:34:12+00:00,2_8
794,3000,0.0,1,10000,2024-10-03 10:34:12+00:00,2024-10-03 10:34:25+00:00,2_8
795,3000,0.0,10,100,2024-10-03 10:34:25+00:00,2024-10-03 10:34:38+00:00,2_8
796,3000,0.0,10,1000,2024-10-03 10:34:38+00:00,2024-10-03 10:34:51+00:00,2_8
797,3000,0.0,10,10000,2024-10-03 10:34:51+00:00,2024-10-03 10:35:04+00:00,2_8
798,3000,0.0,50,100,2024-10-03 10:35:05+00:00,2024-10-03 10:35:17+00:00,2_8
799,3000,0.0,50,1000,2024-10-03 10:35:18+00:00,2024-10-03 10:35:30+00:00,2_8
800,3000,0.0,50,10000,2024-10-03 10:35:31+00:00,2024-10-03 10:35:43+00:00,2_8
801,3000,0.25,1,100,2024-10-03 10:35:44+00:00,2024-10-03 10:35:57+00:00,2_8
802,3000,0.25,1,1000,2024-10-03 10:35:57+00:00,2024-10-03 10:36:10+00:00,2_8
803,3000,0.25,1,10000,2024-10-03 10:36:10+00:00,2024-10-03 10:36:23+00:00,2_8
804,3000,0.25,10,100,2024-10-03 10:36:23+00:00,2024-10-03 10:36:36+00:00,2_8
805,3000,0.25,10,1000,2024-10-03 10:36:37+00:00,2024-10-03 10:36:49+00:00,2_8
806,3000,0.25,10,10000,2024-10-03 10:36:50+00:00,2024-10-03 10:37:02+00:00,2_8
807,3000,0.25,50,100,2024-10-03 10:37:03+00:00,2024-10-03 10:37:16+00:00,2_8
808,3000,0.25,50,1000,2024-10-03 10:37:16+00:00,2024-10-03 10:37:29+00:00,2_8
809,3000,0.25,50,10000,2024-10-03 10:37:29+00:00,2024-10-03 10:37:42+00:00,2_8
810,3000,0.5,1,100,2024-10-03 10:37:43+00:00,2024-10-03 10:37:55+00:00,2_8
811,3000,0.5,1,1000,2024-10-03 10:37:56+00:00,2024-10-03 10:38:08+00:00,2_8
812,3000,0.5,1,10000,2024-10-03 10:38:09+00:00,2024-10-03 10:38:22+00:00,2_8
813,3000,0.5,10,100,2024-10-03 10:38:22+00:00,2024-10-03 10:38:35+00:00,2_8
814,3000,0.5,10,1000,2024-10-03 10:38:35+00:00,2024-10-03 10:38:48+00:00,2_8
815,3000,0.5,10,10000,2024-10-03 10:38:49+00:00,2024-10-03 10:39:01+00:00,2_8
816,3000,0.5,50,100,2024-10-03 10:39:02+00:00,2024-10-03 10:39:14+00:00,2_8
817,3000,0.5,50,1000,2024-10-03 10:39:15+00:00,2024-10-03 10:39:28+00:00,2_8
818,3000,0.5,50,10000,2024-10-03 10:39:28+00:00,2024-10-03 10:39:41+00:00,2_8
819,3000,0.75,1,100,2024-10-03 10:39:42+00:00,2024-10-03 10:39:54+00:00,2_8
820,3000,0.75,1,1000,2024-10-03 10:39:55+00:00,2024-10-03 10:40:07+00:00,2_8
821,3000,0.75,1,10000,2024-10-03 10:40:08+00:00,2024-10-03 10:40:21+00:00,2_8
822,3000,0.75,10,100,2024-10-03 10:40:22+00:00,2024-10-03 10:40:34+00:00,2_8
823,3000,0.75,10,1000,2024-10-03 10:40:35+00:00,2024-10-03 10:40:47+00:00,2_8
824,3000,0.75,10,10000,2024-10-03 10:40:48+00:00,2024-10-03 10:41:01+00:00,2_8
825,3000,0.75,50,100,2024-10-03 10:41:01+00:00,2024-10-03 10:41:14+00:00,2_8
826,3000,0.75,50,1000,2024-10-03 10:41:15+00:00,2024-10-03 10:41:27+00:00,2_8
827,3000,0.75,50,10000,2024-10-03 10:41:28+00:00,2024-10-03 10:41:41+00:00,2_8
828,4000,0.0,1,100,2024-10-03 10:41:42+00:00,2024-10-03 10:42:12+00:00,2_8
829,4000,0.0,1,1000,2024-10-03 10:42:12+00:00,2024-10-03 10:42:43+00:00,2_8
830,4000,0.0,1,10000,2024-10-03 10:42:44+00:00,2024-10-03 10:43:13+00:00,2_8
831,4000,0.0,10,100,2024-10-03 10:43:14+00:00,2024-10-03 10:43:44+00:00,2_8
832,4000,0.0,10,1000,2024-10-03 10:43:45+00:00,2024-10-03 10:44:15+00:00,2_8
833,4000,0.0,10,10000,2024-10-03 10:44:16+00:00,2024-10-03 10:44:46+00:00,2_8
834,4000,0.0,50,100,2024-10-03 10:44:47+00:00,2024-10-03 10:45:17+00:00,2_8
835,4000,0.0,50,1000,2024-10-03 10:45:17+00:00,2024-10-03 10:45:47+00:00,2_8
836,4000,0.0,50,10000,2024-10-03 10:45:48+00:00,2024-10-03 10:46:18+00:00,2_8
837,4000,0.25,1,100,2024-10-03 10:46:19+00:00,2024-10-03 10:46:49+00:00,2_8
838,4000,0.25,1,1000,2024-10-03 10:46:50+00:00,2024-10-03 10:47:20+00:00,2_8
839,4000,0.25,1,10000,2024-10-03 10:47:21+00:00,2024-10-03 10:47:51+00:00,2_8
840,4000,0.25,10,100,2024-10-03 10:47:52+00:00,2024-10-03 10:48:22+00:00,2_8
841,4000,0.25,10,1000,2024-10-03 10:48:23+00:00,2024-10-03 10:48:53+00:00,2_8
842,4000,0.25,10,10000,2024-10-03 10:48:54+00:00,2024-10-03 10:49:24+00:00,2_8
843,4000,0.25,50,100,2024-10-03 10:49:25+00:00,2024-10-03 10:49:55+00:00,2_8
844,4000,0.25,50,1000,2024-10-03 10:49:56+00:00,2024-10-03 10:50:26+00:00,2_8
845,4000,0.25,50,10000,2024-10-03 10:50:27+00:00,2024-10-03 10:50:57+00:00,2_8
846,4000,0.5,1,100,2024-10-03 10:50:58+00:00,2024-10-03 10:51:28+00:00,2_8
847,4000,0.5,1,1000,2024-10-03 10:51:29+00:00,2024-10-03 10:51:59+00:00,2_8
848,4000,0.5,1,10000,2024-10-03 10:52:00+00:00,2024-10-03 10:52:30+00:00,2_8
849,4000,0.5,10,100,2024-10-03 10:52:31+00:00,2024-10-03 10:53:01+00:00,2_8
850,4000,0.5,10,1000,2024-10-03 10:53:02+00:00,2024-10-03 10:53:32+00:00,2_8
851,4000,0.5,10,10000,2024-10-03 10:53:33+00:00,2024-10-03 10:54:03+00:00,2_8
852,4000,0.5,50,100,2024-10-03 10:54:04+00:00,2024-10-03 10:54:34+00:00,2_8
853,4000,0.5,50,1000,2024-10-03 10:54:35+00:00,2024-10-03 10:55:05+00:00,2_8
854,4000,0.5,50,10000,2024-10-03 10:55:06+00:00,2024-10-03 10:55:36+00:00,2_8
855,4000,0.75,1,100,2024-10-03 10:55:37+00:00,2024-10-03 10:56:07+00:00,2_8
856,4000,0.75,1,1000,2024-10-03 10:56:08+00:00,2024-10-03 10:56:38+00:00,2_8
857,4000,0.75,1,10000,2024-10-03 10:56:39+00:00,2024-10-03 10:57:09+00:00,2_8
858,4000,0.75,10,100,2024-10-03 10:57:11+00:00,2024-10-03 10:57:40+00:00,2_8
859,4000,0.75,10,1000,2024-10-03 10:57:42+00:00,2024-10-03 10:58:11+00:00,2_8
860,4000,0.75,10,10000,2024-10-03 10:58:13+00:00,2024-10-03 10:58:43+00:00,2_8
861,4000,0.75,50,100,2024-10-03 10:58:44+00:00,2024-10-03 10:59:14+00:00,2_8
